name,n,s,r,bsize,mean,std_dev
example1_float_sycl_row,17,64,2048,8,0.00144072,6.949410193737043e-05
example1_float_sycl_row,18,128,2048,4,0.0016082,8.683646370374276e-05
example1_float_sycl_row,19,128,4096,8,0.00161106,7.817260076397665e-05
example1_float_sycl_row,20,256,4096,8,0.00184696,8.009585074223538e-05
example1_float_sycl_row,21,256,8192,16,0.0018521599999999,0.0001069135374487
example1_float_sycl_row,22,512,8192,32,0.0022551199999999,0.0001316077412275
example1_float_sycl_row,23,512,16384,32,0.0030705,0.000138055630609
example1_float_sycl_row,24,1024,16384,32,0.00496108,0.000260647297852
example1_float_sycl_row,25,1024,32768,32,0.00616514,0.000382622956628
example1_float_sycl_row,26,2048,32768,32,0.01014006,0.0005804561686066
example1_float_sycl_row,27,2048,65536,32,0.0189015599999999,0.0013383696319913
example1_float_sycl_row,28,4096,65536,64,0.02656092,0.0018808282461268
example1_float_sycl_row,29,8192,65536,32,0.046729,0.0001710199892839
example1_float_sycl_row_kahan,15,32,1024,8,0.00145994,7.215895435687485e-05
example1_float_sycl_row_kahan,16,64,1024,8,0.0014632,9.257076719340458e-05
example1_float_sycl_row_kahan,17,64,2048,8,0.0015009,7.329093548652383e-05
example1_float_sycl_row_kahan,18,128,2048,8,0.00159748,8.616837811955789e-05
example1_float_sycl_row_kahan,19,128,4096,16,0.0016765,9.4922578548875e-05
example1_float_sycl_row_kahan,20,256,4096,8,0.00184466,0.0001047295077612
example1_float_sycl_row_kahan,21,256,8192,16,0.00195992,0.0001022359895096
example1_float_sycl_row_kahan,22,512,8192,32,0.00228056,0.0001127328719059
example1_float_sycl_row_kahan,23,512,16384,32,0.00320486,0.0001234999809964
example1_float_sycl_row_kahan,24,1024,16384,32,0.00498954,0.0002994009127083
example1_float_sycl_row_kahan,25,1024,32768,32,0.00664884,0.0004011977150117
example1_float_sycl_row_kahan,26,2048,32768,64,0.01095782,0.0007216148752369
example1_float_sycl_row_kahan,27,2048,65536,32,0.01934264,0.0014392246461344
example1_float_sycl_row_kahan,28,8192,32768,64,0.02740738,0.0014610213772898
example1_float_sycl_row_kahan,29,8192,65536,32,0.0476589,0.0001407136693242
example2_double_sycl_col,15,128,256,4,0.00031622,2.885381168891888e-05
example2_double_sycl_col,16,256,256,4,0.00038106,5.074603030618982e-05
example2_double_sycl_col,17,256,512,4,0.00053496,6.177376763114694e-05
example2_double_sycl_col,18,512,512,4,0.00071496,9.4160947752413e-05
example2_double_sycl_col,19,512,1024,4,0.0009604,0.0001233764771017
example2_double_sycl_col,20,1024,1024,4,0.00127244,0.0001489483077021
example2_double_sycl_col,21,1024,2048,4,0.00198186,0.0002360365770686
example2_double_sycl_col,22,2048,2048,4,0.00331854,0.00039880577903
example2_double_sycl_col,23,2048,4096,8,0.00522208,0.0005255663549632
example2_double_sycl_col,24,4096,4096,64,0.00855924,0.0006685978492948
example2_double_sycl_col,25,4096,8192,32,0.01407984,0.0012735266054126
example2_double_sycl_col,26,8192,8192,32,0.0257565599999999,0.0017953718750709
example2_double_sycl_col,27,16384,8192,128,0.0405048799999999,0.0045053631652301
example2_double_sycl_col,28,32768,8192,32,0.05718382,0.003560493497611
example2_double_sycl_col,29,16384,32768,64,0.1191182,0.000123636894302
example2_double_sycl_col_Kahan,15,128,256,4,0.00032328,3.452951414281376e-05
example2_double_sycl_col_Kahan,16,256,256,4,0.00037564,3.461906988929656e-05
example2_double_sycl_col_Kahan,17,512,256,4,0.00049606,5.06615057342881e-05
example2_double_sycl_col_Kahan,18,512,512,8,0.00065274,5.979857687201567e-05
example2_double_sycl_col_Kahan,19,1024,512,4,0.00087778,8.806011165849225e-05
example2_double_sycl_col_Kahan,20,1024,1024,4,0.00120684,0.0001388713043924
example2_double_sycl_col_Kahan,21,2048,1024,4,0.00168606,0.000188368116588
example2_double_sycl_col_Kahan,22,2048,2048,4,0.00278794,0.0002903815512495
example2_double_sycl_col_Kahan,23,4096,2048,4,0.0048773,0.0004410551009123
example2_double_sycl_col_Kahan,24,4096,4096,32,0.0077566,0.0006718606816224
example2_double_sycl_col_Kahan,25,4096,8192,32,0.01193936,0.001324696665471
example2_double_sycl_col_Kahan,26,8192,8192,128,0.02193088,0.001852422117011
example2_double_sycl_col_Kahan,27,16384,8192,128,0.03354854,0.003579554055055
example2_double_sycl_col_Kahan,28,16384,16384,32,0.0463685399999999,0.0026558947468848
example2_double_sycl_col_Kahan,29,16384,32768,64,0.091576,0.0001280728427935
example2_double_sycl_col_neumaier,15,256,128,4,0.00033702,3.323907830446886e-05
example2_double_sycl_col_neumaier,16,256,256,8,0.00042192,3.540081862307245e-05
example2_double_sycl_col_neumaier,17,512,256,4,0.00055358,6.66345776513629e-05
example2_double_sycl_col_neumaier,18,512,512,4,0.00068802,5.975135213225432e-05
example2_double_sycl_col_neumaier,19,1024,512,4,0.00095988,0.0001123950104201
example2_double_sycl_col_neumaier,20,1024,1024,4,0.0013268,0.0001651801737374
example2_double_sycl_col_neumaier,21,2048,1024,4,0.00184424,0.0002304822415577
example2_double_sycl_col_neumaier,22,2048,2048,4,0.0028564,0.0003336178309725
example2_double_sycl_col_neumaier,23,2048,4096,8,0.00478532,0.0004404257884162
example2_double_sycl_col_neumaier,24,4096,4096,8,0.0070964,0.0005654374863947
example2_double_sycl_col_neumaier,25,8192,4096,8,0.01032078,0.0006798858934874
example2_double_sycl_col_neumaier,26,8192,8192,16,0.0198651,0.0011446525228029
example2_double_sycl_col_neumaier,27,16384,8192,16,0.0302035799999999,0.0032188157924482
example2_double_sycl_col_neumaier,28,32768,8192,16,0.0396499,0.0024200727282881
example2_double_sycl_col_neumaier,29,16384,32768,16,0.08742752,0.0003536814685907
example2_double_sycl_row,15,32,1024,8,0.00025752,9.615548632824032e-06
example2_double_sycl_row,16,64,1024,8,0.00029166,1.644733090436108e-05
example2_double_sycl_row,17,64,2048,8,0.00032514,1.9769085327699848e-05
example2_double_sycl_row,18,128,2048,16,0.00038134,2.373975396602389e-05
example2_double_sycl_row,19,128,4096,16,0.0004195,3.0320902738163035e-05
example2_double_sycl_row,20,256,4096,16,0.00056414,4.272933800716567e-05
example2_double_sycl_row,21,256,8192,16,0.0007095999999999,5.513471442470595e-05
example2_double_sycl_row,22,512,8192,32,0.00173512,0.0001224257609279
example2_double_sycl_row,23,512,16384,32,0.0021579,0.0001454206074159
example2_double_sycl_row,24,1024,16384,32,0.00418006,0.0002377644529824
example2_double_sycl_row,25,1024,32768,32,0.00654992,0.0004186378221356
example2_double_sycl_row,26,2048,32768,32,0.0126699,0.0010460786104225
example2_double_sycl_row,27,2048,65536,64,0.01619672,0.0011532960226751
example2_double_sycl_row,28,4096,65536,32,0.0294943799999999,0.0003507007498115
example2_double_sycl_row,29,16384,32768,64,0.05751226,3.4476735723128884e-05
example2_double_sycl_row_kahan,15,32,1024,8,0.00027284,9.798708786240712e-06
example2_double_sycl_row_kahan,16,64,1024,8,0.000301,1.543386152693658e-05
example2_double_sycl_row_kahan,17,64,2048,8,0.00034972,2.0820947066228616e-05
example2_double_sycl_row_kahan,18,128,2048,16,0.00041416,2.737894319750573e-05
example2_double_sycl_row_kahan,19,128,4096,16,0.00046556,2.5476808181207488e-05
example2_double_sycl_row_kahan,20,256,4096,16,0.00063178,4.377879926752357e-05
example2_double_sycl_row_kahan,21,256,8192,16,0.0008045,5.199460333063618e-05
example2_double_sycl_row_kahan,22,512,8192,32,0.0018646799999999,0.000122861368698
example2_double_sycl_row_kahan,23,512,16384,32,0.0022615,8.586350107191374e-05
example2_double_sycl_row_kahan,24,1024,16384,32,0.00440332,0.000183561638427
example2_double_sycl_row_kahan,25,1024,32768,32,0.00687098,0.0004139772985001
example2_double_sycl_row_kahan,26,2048,32768,64,0.0134275,0.0009772333552495
example2_double_sycl_row_kahan,27,2048,65536,64,0.01708462,0.0008561579315018
example2_double_sycl_row_kahan,28,4096,65536,32,0.03039314,0.0001613208249775
example2_double_sycl_row_kahan,29,16384,32768,64,0.05818026,5.0993320891173365e-05
example2_double_sycl_row_neumaier,15,32,1024,8,0.0002734199999999,9.708170344023196e-06
example2_double_sycl_row_neumaier,16,64,1024,8,0.00030844,1.7420560219675685e-05
example2_double_sycl_row_neumaier,17,64,2048,8,0.0003569,1.881949705459089e-05
example2_double_sycl_row_neumaier,18,128,2048,16,0.00042396,2.8902340841572836e-05
example2_double_sycl_row_neumaier,19,128,4096,16,0.00049508,3.1085031505106586e-05
example2_double_sycl_row_neumaier,20,256,4096,16,0.00062798,4.37765616162208e-05
example2_double_sycl_row_neumaier,21,256,8192,16,0.00083788,6.306221094268415e-05
example2_double_sycl_row_neumaier,22,512,8192,16,0.0018720999999999,0.0001104329605485
example2_double_sycl_row_neumaier,23,512,16384,32,0.00240886,0.0001407266869082
example2_double_sycl_row_neumaier,24,1024,16384,32,0.0045207799999999,0.0002130762333637
example2_double_sycl_row_neumaier,25,1024,32768,16,0.00710448,0.000558948876491
example2_double_sycl_row_neumaier,26,2048,32768,32,0.01381212,0.0005767330100644
example2_double_sycl_row_neumaier,27,2048,65536,32,0.0170642199999999,0.0008574391461717
example2_double_sycl_row_neumaier,28,4096,65536,32,0.03065784,0.0001307217577879
example2_double_sycl_row_neumaier,29,16384,32768,64,0.05935526,4.243930119257727e-05
example2_float_sycl_col,15,256,128,8,0.00150262,7.132131661769596e-05
example2_float_sycl_col,16,256,256,4,0.00156278,7.24034304069488e-05
example2_float_sycl_col,17,512,256,4,0.0016504,8.107064190933631e-05
example2_float_sycl_col,18,512,512,4,0.00178824,9.91437957962976e-05
example2_float_sycl_col,19,1024,512,4,0.00195192,8.877806311131101e-05
example2_float_sycl_col,20,2048,512,4,0.0022514,0.0001319947432472
example2_float_sycl_col,21,2048,1024,4,0.0025283,0.0001791676048069
example2_float_sycl_col,22,2048,2048,4,0.00323306,0.0002206474156676
example2_float_sycl_col,23,4096,2048,4,0.00440216,0.0003469589965775
example2_float_sycl_col,24,8192,2048,4,0.00686978,0.0006682619946318
example2_float_sycl_col,25,8192,4096,8,0.01048692,0.0007194422113764
example2_float_sycl_col,26,8192,8192,8,0.01809676,0.0012724855247161
example2_float_sycl_col,27,16384,8192,16,0.03561606,0.0029299657684843
example2_float_sycl_col,28,32768,8192,16,0.06020406,0.0080821448769898
example2_float_sycl_col,29,65536,8192,16,0.08364768,0.0065990007915237
example2_float_sycl_col_Kahan,15,256,128,4,0.0014925399999999,7.199949262859781e-05
example2_float_sycl_col_Kahan,16,256,256,4,0.0015547,6.962384355834383e-05
example2_float_sycl_col_Kahan,17,512,256,4,0.0016434199999999,8.051418685992106e-05
example2_float_sycl_col_Kahan,18,1024,256,4,0.00180196,0.0001005953624118
example2_float_sycl_col_Kahan,19,1024,512,4,0.00201522,0.0001141576586147
example2_float_sycl_col_Kahan,20,1024,1024,4,0.00222644,0.0001363978514403
example2_float_sycl_col_Kahan,21,2048,1024,4,0.00265974,0.0001594395554331
example2_float_sycl_col_Kahan,22,2048,2048,4,0.0032481199999999,0.0002513463047231
example2_float_sycl_col_Kahan,23,4096,2048,4,0.00451358,0.0003638716464662
example2_float_sycl_col_Kahan,24,4096,4096,4,0.0070067,0.0006569511909928
example2_float_sycl_col_Kahan,25,8192,4096,16,0.01090082,0.0006824811185247
example2_float_sycl_col_Kahan,26,8192,8192,16,0.01665116,0.0012039423397949
example2_float_sycl_col_Kahan,27,16384,8192,16,0.03129304,0.0026673802783607
example2_float_sycl_col_Kahan,28,32768,8192,8,0.05199576,0.0057049136342172
example2_float_sycl_col_Kahan,29,65536,8192,16,0.06909992,0.0047028022295006
example2_float_sycl_col_neumaier,15,256,128,4,0.0015052199999999,7.442165857669475e-05
example2_float_sycl_col_neumaier,16,256,256,4,0.00159636,7.306657852916875e-05
example2_float_sycl_col_neumaier,17,512,256,4,0.00169568,8.518753382019781e-05
example2_float_sycl_col_neumaier,18,1024,256,4,0.0018776399999999,0.000134493723395
example2_float_sycl_col_neumaier,19,1024,512,4,0.00211064,0.0001152324642465
example2_float_sycl_col_neumaier,20,1024,1024,4,0.00243218,0.0001124273352627
example2_float_sycl_col_neumaier,21,2048,1024,4,0.00283276,0.0001429069284677
example2_float_sycl_col_neumaier,22,2048,2048,4,0.00366402,0.0002207984111522
example2_float_sycl_col_neumaier,23,4096,2048,4,0.00479288,0.0003557115685495
example2_float_sycl_col_neumaier,24,4096,4096,4,0.00726738,0.0005748305478795
example2_float_sycl_col_neumaier,25,8192,4096,4,0.0106798999999999,0.000998311354851
example2_float_sycl_col_neumaier,26,16384,4096,4,0.01732228,0.0011654209021566
example2_float_sycl_col_neumaier,27,32768,4096,4,0.03003454,0.0024782051290465
example2_float_sycl_col_neumaier,28,32768,8192,8,0.0548808999999999,0.0049839435916239
example2_float_sycl_col_neumaier,29,65536,8192,16,0.1171971,0.0094932255958807
example2_float_sycl_row,15,32,1024,8,0.0014674599999999,6.98637770732357e-05
example2_float_sycl_row,16,64,1024,8,0.00152344,6.256789292032934e-05
example2_float_sycl_row,17,64,2048,4,0.00153688,7.069296648326539e-05
example2_float_sycl_row,18,128,2048,8,0.00162208,9.317940562513298e-05
example2_float_sycl_row,19,128,4096,8,0.00166564,9.165925362728086e-05
example2_float_sycl_row,20,256,4096,8,0.00190532,8.200210052063251e-05
example2_float_sycl_row,21,256,8192,16,0.00189,9.962009468629372e-05
example2_float_sycl_row,22,512,8192,32,0.0022839,0.0001295498091902
example2_float_sycl_row,23,512,16384,32,0.00312802,0.0001582641153391
example2_float_sycl_row,24,1024,16384,32,0.0049805199999999,0.0002625899449401
example2_float_sycl_row,25,1024,32768,32,0.00623788,0.0003410023424421
example2_float_sycl_row,26,2048,32768,64,0.01022848,0.0008036799098839
example2_float_sycl_row,27,2048,65536,32,0.0189288,0.0016064685061414
example2_float_sycl_row,28,4096,65536,32,0.02661354,0.0019390307826123
example2_float_sycl_row,29,8192,65536,32,0.04671922,0.0001444734690706
example2_float_sycl_row_kahan,15,32,1024,4,0.0014372999999999,7.060272585360414e-05
example2_float_sycl_row_kahan,16,64,1024,8,0.00148606,6.00705061930205e-05
example2_float_sycl_row_kahan,17,64,2048,8,0.0015377799999999,6.398159493007283e-05
example2_float_sycl_row_kahan,18,128,2048,16,0.00161634,6.914894011022401e-05
example2_float_sycl_row_kahan,19,128,4096,16,0.00172964,7.279065874135224e-05
example2_float_sycl_row_kahan,20,256,4096,16,0.00192242,9.03408714880728e-05
example2_float_sycl_row_kahan,21,256,8192,16,0.00207492,0.000105408019677
example2_float_sycl_row_kahan,22,512,8192,32,0.00241042,0.0001290004097446
example2_float_sycl_row_kahan,23,512,16384,32,0.00336986,0.0001714121432604
example2_float_sycl_row_kahan,24,1024,16384,16,0.0052245,0.0002787928973123
example2_float_sycl_row_kahan,25,1024,32768,32,0.0067466,0.0004144673493454
example2_float_sycl_row_kahan,26,2048,32768,32,0.01060184,0.0004995620678072
example2_float_sycl_row_kahan,27,2048,65536,64,0.01911726,0.002041342313583
example2_float_sycl_row_kahan,28,8192,32768,32,0.02729308,0.0012352557999979
example2_float_sycl_row_kahan,29,16384,32768,64,0.04772944,7.819446193657867e-05
example2_float_sycl_row_neumaier,15,32,1024,8,0.00143554,6.64330904760879e-05
example2_float_sycl_row_neumaier,16,64,1024,4,0.00146074,6.587242153107282e-05
example2_float_sycl_row_neumaier,17,64,2048,4,0.00148878,5.331320240822539e-05
example2_float_sycl_row_neumaier,18,128,2048,16,0.00161004,8.533319090124166e-05
example2_float_sycl_row_neumaier,19,128,4096,16,0.00169436,9.799661801744558e-05
example2_float_sycl_row_neumaier,20,256,4096,16,0.00189852,8.974845573112915e-05
example2_float_sycl_row_neumaier,21,256,8192,16,0.00198712,0.0001072471187948
example2_float_sycl_row_neumaier,22,512,8192,32,0.00238964,0.0001038719305644
example2_float_sycl_row_neumaier,23,512,16384,32,0.00328654,0.0001483493133637
example2_float_sycl_row_neumaier,24,1024,16384,32,0.00527892,0.0002362354273661
example2_float_sycl_row_neumaier,25,1024,32768,32,0.00667926,0.0004146044000869
example2_float_sycl_row_neumaier,26,2048,32768,64,0.0107286,0.0006482583574156
example2_float_sycl_row_neumaier,27,2048,65536,32,0.01964838,0.0013976924114921
example2_float_sycl_row_neumaier,28,4096,65536,32,0.02759678,0.001773849305543
example2_float_sycl_row_neumaier,29,8192,65536,32,0.0480293999999999,0.0001270309298669
